Norwegian.taxa	Scientific.taxa	m.missiontype	m.startyear	m.platform	m.missionnumber	f.serialnumber	catchsampleid	catchcategory	aphia	specimenid	individualproducttype	individualweight	individualvolume	lengthresolution	length	fat	fatpercent	sex	maturationstage	specialstage	eggstage	moultingstage	spawningfrequency	stomachfillfield	stomachfilllab	digestion	liver	liverparasite	gillworms	swollengills	fungusheart	fungusspores	fungusouter	blackspot	vertebraecount	agingstructureread	agingstructureweight	age	spawningage	spawningzones	readability	otolithtype	otolithedge	otolithcentre	calibration	growthzone1	growthzone2	growthzone3	growthzone4	growthzone5	growthzone6	growthzone7	growthzone8	growthzone9	growthzonestotal	coastalannuli	oceanicannuli	blindreading	readingdate	agereader	preferredagereading	tagid	tagtype	gonadweight	liverweight	stomachweight	diameter	mantlelength	carapacelength	headlength	snouttoendoftail	snouttoendsqueezed	snouttoanalfin	snouttodorsalfin	forklength	snouttoboneknob	lengthwithouthead	carapacewidth	rightclawwidth	rightclawlength	rightclawheight	meroswidth	meroslength	japanesecut	abdomenwidth	tissuesamplenumber	morphologytype	individualcomment	cond
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	23	1			1	0.031																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	24	1			1	0.045																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	25	1			1	0.042																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	26	1			1	0.049																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	27	1			1	0.036																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	28	1			1	0.049																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	29	1			1	0.044																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	30	1			1	0.027																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	31	1			1	0.065																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	32	1			1	0.038																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	33	1			1	0.022																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	34	1			1	0.041																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	35	1			1	0.044																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	36	1			1	0.04																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	37	1			1	0.041																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	38	1			1	0.024																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	39	1			1	0.02																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	40	1			1	0.025																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	41	1			1	0.031																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	42	1			1	0.028																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	43	1			1	0.03																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	44	1			1	0.045																																																																										
gonatus	Gonatus	4	2020	1019	9	2208	7	82418	138036	45	1			1	0.027																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	1	1			1	0.052																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	2	1			1	0.049																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	3	1			1	0.063																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	4	1			1	0.065																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	5	1			1	0.06																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	6	1			1	0.063																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	7	1			1	0.05																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	8	1			1	0.055																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	9	1			1	0.061																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	10	1			1	0.053																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	11	1			1	0.062																																																																										
		4	2020	1019	9	2208	8	161722.G03	126417	12	1			1	0.058																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	1	1			1	0.036																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	2	1			1	0.042																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	3	1			1	0.043																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	4	1			1	0.048																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	5	1			1	0.053																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	6	1			1	0.037																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	7	1			1	0.062																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	8	1			1	0.067																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	9	1			1	0.056																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	10	1			1	0.069																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	11	1			1	0.042																																																																										
torsk	Gadus morhua	4	2020	1019	9	2208	9	164712	126436	12	1			1	0.071																																																																										
